ID RCTI	00`a01100.m3u8
FR115:EXTREME SPORTS	00`d0028189.m3u8
FR116:FASHION TV	00`d0028188.m3u8
FR117:FRANCE 2 HD	00`d0028187.m3u8
FR118:FRANCE 3 HD	00`d0028186.m3u8
FR119:FRANCE 4 HD	00`d0028185.m3u8
FR120:FRANCE 5 HD	00`d0028184.m3u8
FR121:FRANCE O HD	00`d0028183.m3u8
FR122:FRANCE 24 HD	00`d0028182.m3u8
FR123:FRANCE INFO HD	00`d0028181.m3u8
FR124:GAME ONE	00`d0028180.m3u8
FR125:GOLF+ CHANNEL	00`d0028179.m3u8
FR126:GOLF CHANNEL	00`d0028178.m3u8
FR127:GONG	00`d0028177.m3u8
FR128:GULLI	00`d0028176.m3u8
FR129:HISTOIRE	00`d0028174.m3u8
FR130:I24 NEWS	00`d0028173.m3u8
FR131:INFOSPORT+	00`d0028172.m3u8
FR132:J ONE	00`d0028171.m3u8
FR133:KTO	00`d0028170.m3u8
FR134:L EQUIPE	00`d0028169.m3u8
FR135:LA CHAINE NORMANDE	00`d0028168.m3u8
FR136:LA TROIS	00`d0028167.m3u8
FR137:LA UNE	00`d0028166.m3u8
FR138:LCI	00`d0028165.m3u8
FR139:LCP	00`d0028164.m3u8
FR140:M6 HD	00`d0028163.m3u8
FR141:MANGAS	00`d0028162.m3u8
FR142:MCM	00`d0028161.m3u8
FR143:MCM TOP	00`d0028160.m3u8
FR145:MTV	00`d0028158.m3u8
FR144:MONACO INFO	00`d0028159.m3u8
FR146:MTV HITS	00`d0028157.m3u8
FR147:MUSEUM	00`d0028156.m3u8
FR149:MY CUISINE	00`d0028154.m3u8
FR148:MY COMEDY	00`d0028155.m3u8
FR150:NAT GEO	00`d0028153.m3u8
FR151:NAT GEO WILD	00`d0028152.m3u8
FR152:NICKELODEON	00`d0028151.m3u8
FR153:NICKELODEON JR	00`d0028150.m3u8
FR154:NICKELODEON TEEN	00`d0028149.m3u8
FR155:NRJ 12	00`d0028148.m3u8
FR156:NRJ HITS	00`d0028147.m3u8
FR158:OCS CHOC HD	00`d0028145.m3u8
FR159:OCS GEANTS	00`d0028144.m3u8
FR160:OCS MAX HD	00`d0028143.m3u8
FR161:PARAMOUNT CHANNEL	00`d0028142.m3u8
FR162:PARIS PREMIERE	00`d0028141.m3u8
FR163:PIWI+	00`d0028140.m3u8
FR164:PLANETE+	00`d0028139.m3u8
FR165:PLANETE+ AVENTURE HD	00`d0028138.m3u8
FR166:PLANETE+ CRIME HD	00`d0028137.m3u8
FR167:PLANETE+ FHD	00`d0028136.m3u8
FR168:RMC DECOUVERTE	00`d0028135.m3u8
FR169:RMC SPORT 1	00`d0028134.m3u8
FR170:RMC SPORT 2	00`d0028133.m3u8
FR171:RMC SPORT 3	00`d0028132.m3u8
FR172:RMC SPORT 4	00`d0028131.m3u8
FR173:RMC SPORT 5	00`d0028130.m3u8
FR174:RMC SPORT 6	00`d0028129.m3u8
FR175:RMC SPORT 7	00`d0028128.m3u8
FR176:RMC SPORT 8	00`d0028127.m3u8
FR177:RMC SPORT 9	00`d0028126.m3u8
FR178:RMC SPORT 10	00`d0028125.m3u8
FR179:RMC SPORT NEWS	00`d0028124.m3u8
FR180:RMC STORY	00`d0028123.m3u8
FR181:ROUGE TV	00`d0028121.m3u8
FR182:RT FRANCE	00`d0028120.m3u8
FR183:RTL 9	00`d0028119.m3u8
FR184:RTS DEUX	00`d0028118.m3u8
FR185:RTS UNE	00`d0028117.m3u8
FR186:SCIENCE & VIE	00`d0028116.m3u8
FR187:SEASON	00`d0028115.m3u8
FR188:SERIE CLUB FHD	00`d0028114.m3u8
FR189:CANAL+ F1	00`d0028111.m3u8
FR190:SYFY	00`d0028110.m3u8
FR191:TCM CINEMA	00`d0028109.m3u8
FR192:TELETOON+	00`d0028106.m3u8
FR193:TEVA	00`d0028105.m3u8
FR194:TF1 SERIES & FILM HD	00`d0028104.m3u8
FR195:TFI	00`d0028103.m3u8
FR196:TIJI	00`d0028102.m3u8
FR197:TIPIK	00`d0028101.m3u8
FR198:TMC	00`d0028100.m3u8
FR199:TOONAMI	00`d0028098.m3u8
FR200:TOUTE L HISTOIRE	00`d0028097.m3u8
FR201:TRACE URBAN	00`d0028096.m3u8
FR202:TREK	00`d0028095.m3u8
FR203:TV BREIZH	00`d0028094.m3u8
FR204:TV5 MONDE	00`d0028093.m3u8
FR205:TV5 MONDE INFO	00`d0028092.m3u8
FR206:TV7 Colmar	00`d0028091.m3u8
FR208:USHUAIA	00`d0028089.m3u8
FR209:VOYAGE	00`d0028088.m3u8
FR210:W9 HD	00`d0028087.m3u8
FR211:WARNER	00`d0028086.m3u8
FR212:OLYMPIA	00`d0028085.m3u8
FR213:FOOT+ 24/24 HD	00`d0028084.m3u8
FR214:LUCKY JACK TV	00`d0028083.m3u8
FR215:NOVELAS HD	00`d0028082.m3u8
FR216:TRACE AFRICA	00`d0028081.m3u8
FR217:TRACE CARIBBEAN	00`d0028080.m3u8
FR218:TRACE GOSPEL	00`d0028079.m3u8
FR219:TRACE SPORT STARS HD	00`d0028078.m3u8
FR220:TRACE NAIJA	00`d0028077.m3u8
FR091:CANAL+ SPORT 1	00`d002775.m3u8
FR157:CANAL+ SPORT 2	00`d0028146.m3u8
FR207:CANAL+ SPORT 3	00`d0028090.m3u8
FR221:CANAL+ SPORT 4	00`d0028076.m3u8
FR222:CANAL+ SPORT 5	00`d0028075.m3u8
-----|German|-----	^--
DE001:1.2.3 TV	00`d002682.m3u8
DE002:13TH STREET	00`d002681.m3u8
DE003:3 SAT	00`d002680.m3u8
DE004:ANIMAL PLANET	00`d002679.m3u8
DE005:ANIXE SERIES	00`d002678.m3u8
DE006:ARD ALPHA	00`d002677.m3u8
DE007:ARD DAS ERSTE	00`d002676.m3u8
DE008:ARTE	00`d002675.m3u8
DE009:ATV	00`d002674.m3u8
DE010:AUTO MOTOR SPORT	00`d002673.m3u8
DE011:AXN	00`d002672.m3u8
DE012:BADEN TV	00`d002671.m3u8
DE013:BIBEL TV IMPULS	00`d002670.m3u8
DE014:BILD TV	00`d002669.m3u8
DE015:BON GUSTO	00`d002668.m3u8
DE016:BOOMERANG	00`d002667.m3u8
DE017:BR	00`d002666.m3u8
DE018:CAMPUS TV	00`d002665.m3u8
DE019:CARTOON NETWORK	00`d002664.m3u8
DE020:CINE STAR ACTION HD	00`d002663.m3u8
DE021:COMEDY CENTRAL	00`d002662.m3u8
DE022:CRIME & INVESTIGATION	00`d002661.m3u8
DE023:DAS ERSTE	00`d002660.m3u8
DE024:DAZN 1	00`d002659.m3u8
DE025:DAZN 2	00`d002658.m3u8
DE026:DAZN 1 BAR	00`d002657.m3u8
DE027:DAZN 2 BAR	00`d002656.m3u8
DE028:DAZN 1 HEVC	00`d002655.m3u8
DE029:DAZN 2 HEVC	00`d002654.m3u8
DE030:DEUTSCHES MUSIK	00`d002653.m3u8
DE031:DISCOVERY CHANNEL	00`d002652.m3u8
DE032:DISNEY CHANNEL	00`d002651.m3u8
DE033:DISNEY CINEMAGIC	00`d002650.m3u8
DE034:DISNEY JUNIOR	00`d002649.m3u8
DE035:DISNEY XD	00`d002648.m3u8
DE036:DISNEY PLUS FILM	00`d002647.m3u8
DE037:DMAX	00`d002646.m3u8
DE038:DW TV	00`d002645.m3u8
DE039:E! ENTERTAINMENT	00`d002644.m3u8
DE040:EAGLE ENTDECKERNATUR	00`d002643.m3u8
DE041:EAGLE PEPPA WUTZ	00`d002642.m3u8
DE042:EURONEWS	00`d002641.m3u8
DE043:EUROSPORT 1	00`d002640.m3u8
DE044:EUROSPORT 2	00`d002639.m3u8
DE045:EUROSPORT 2 XTRA	00`d002638.m3u8
DE046:CINE STAR ANIMATION HD	00`d002637.m3u8
DE047:GAME OF THRONES CHANNEL	00`d002636.m3u8
DE048:GEO TELEVISION	00`d002635.m3u8
DE049:GOLDSTAR	00`d002634.m3u8
DE050:HEIMAT KANAL	00`d002633.m3u8
DE051:HGTV	00`d002632.m3u8
DE052:HISTORY CHANNEL	00`d002631.m3u8
DE053:HR FERNSEHEN	00`d002630.m3u8
DE054:JUKEBOX	00`d002629.m3u8
DE055:KABEL 1	00`d002628.m3u8
DE056:KABEL 1 CLASSICS	00`d002627.m3u8
DE057:KABEL 1 DOKU	00`d002626.m3u8
DE058:KIKA	00`d002625.m3u8
DE059:KINOWELT TV	00`d002624.m3u8
DE060:KRONE HIT TV	00`d002623.m3u8
DE061:LIGHT CHANNEL	00`d002622.m3u8
DE062:MAGENTA SPORT 1	00`d002621.m3u8
DE063:MAGENTA SPORT 2	00`d002620.m3u8
DE064:MAGENTA SPORT 3	00`d002619.m3u8
DE065:MAGENTA SPORT 4	00`d002618.m3u8
DE066:MAGENTA SPORT 5	00`d002617.m3u8
DE067:MAGENTA SPORT 6	00`d002616.m3u8
DE068:MAGENTA SPORT 7	00`d002615.m3u8
DE069:MAGENTA SPORT 8	00`d002614.m3u8
DE070:MAGENTA SPORT 9	00`d002613.m3u8
DE071:MAGENTA SPORT 10	00`d002612.m3u8
DE072:MAGENTA SPORT 11	00`d002611.m3u8
DE073:MAGENTA SPORT 12	00`d002610.m3u8
DE074:MAGENTA SPORT 13	00`d002609.m3u8
DE075:MAGENTA SPORT 14	00`d002608.m3u8
DE076:MAGENTA SPORT 15	00`d002607.m3u8
DE077:MAGENTA SPORT 16	00`d002606.m3u8
DE078:MAGENTA SPORT 17	00`d002605.m3u8
DE079:MAGENTA SPORT 18	00`d0029205.m3u8
DE080:MDR	00`d0029204.m3u8
DE081:MEN IN BLACK CHANNEL	00`d0029203.m3u8
DE082:MOTORVISION	00`d0029202.m3u8
DE083:MTV	00`d0029201.m3u8
DE084:MTV 00S	00`d0029200.m3u8
DE085:MTV LIVE	00`d0029199.m3u8
DE086:MTV HITS	00`d0029198.m3u8
DE087:MELODIE TV	00`d0029197.m3u8
DE088:MTV 80S	00`d0029196.m3u8
DE089:MTV DANCE	00`d0029195.m3u8
DE090:MTV MUSIC 24	00`d0029194.m3u8
DE091:NTV HEVC	00`d0029193.m3u8
DE092:N-TV	00`d0029192.m3u8
DE093:N24 DOKU	00`d0029191.m3u8
DE094:NAT GEO	00`d0029190.m3u8
DE095:NAT GEO WILD	00`d0029189.m3u8
DE096:NDR	00`d0029188.m3u8
DE097:NICK JR	00`d0029187.m3u8
DE098:NICK KIDS	00`d0029186.m3u8
DE099:NICKELODEON	00`d0029185.m3u8
DE100:NICKTOONS	00`d0029184.m3u8
DE101:NITRO	00`d0029183.m3u8
DE102:OBERPFALZ TV	00`d0029182.m3u8
DE103:OE24.TV	00`d0029181.m3u8
DE104:OK DESSAU	00`d0029180.m3u8
DE105:ONE	00`d0029179.m3u8
DE106:ONE MUSIC	00`d0029178.m3u8
DE107:ORF 1	00`d0029177.m3u8
DE108:ORF 2	00`d0029176.m3u8
DE109:ORF SPORT+	00`d0029175.m3u8
DE110:PHOENIX	00`d0029174.m3u8
DE111:PIRATES OF THE CARIBBEAN CHANNEL	00`d0029173.m3u8
DE112:PLANET	00`d0029172.m3u8
DE113:PRO 7	00`d0029171.m3u8
DE114:PRO 7 FUN	00`d0029170.m3u8
DE115:PRO 7 MAXX	00`d0029169.m3u8
DE116:PULS 4	00`d0029168.m3u8
DE117:QVC	00`d0029167.m3u8
DE118:QVC ZWEI	00`d0029166.m3u8
DE119:RFH TV	00`d0029165.m3u8
DE120:RBB	00`d0029164.m3u8
DE121:RFO	00`d0029163.m3u8
DE122:RNF	00`d0029162.m3u8
DE123:ROCKY CHANNEL	00`d0029161.m3u8
DE124:ROMANCE TV	00`d0029160.m3u8
DE125:RTL	00`d0029159.m3u8
DE126:RTL CRIME	00`d0029158.m3u8
DE127:RTL LIVING	00`d0029157.m3u8
DE128:RTL LUXEMBOURG	00`d0029156.m3u8
DE129:RTL LUXEMBOURG 2	00`d0029155.m3u8
DE130:RTL NITRO	00`d0029154.m3u8
DE131:RTL PASSION	00`d0029153.m3u8
DE132:RTL UP	00`d0029152.m3u8
DE133:RTL ZWEI	00`d0029151.m3u8
DE134:SACHSENEINS	00`d0029150.m3u8
DE135:SAT 1	00`d0029149.m3u8
DE136:SAT 1 EMOTIONS	00`d0029148.m3u8
DE137:SAT 1 GOLD	00`d0029147.m3u8
DE138:SERVUS TV	00`d0029146.m3u8
DE139:SILVERLINE	00`d0029145.m3u8
DE140:SIXX	00`d0029144.m3u8
DE141:SKY 1	00`d0029143.m3u8
DE142:SKY ACTION	00`d0029142.m3u8
DE143:SKY ARTS	00`d0029141.m3u8
DE144:SKY CINEMA 1	00`d0029140.m3u8
DE145:SKY CINEMA 24	00`d0029139.m3u8
DE146:SKY CINEMA ACTION	00`d0029137.m3u8
DE147:SKY CINEMA BEST	00`d0029136.m3u8
DE148:SKY CINEMA BEST OF	00`d0029135.m3u8
DE149:SKY CINEMA CLASSICS	00`d0029134.m3u8
DE150:SKY CINEMA COMEDY	00`d0029133.m3u8
DE151:SKY CINEMA CRIME	00`d0029132.m3u8
DE152:SKY CINEMA DOCUMENTARIES	00`d0029131.m3u8
DE153:SKY CINEMA EMOTION	00`d0029130.m3u8
DE154:SKY CINEMA FAMILY	00`d0029129.m3u8
DE155:SKY CINEMA FUN	00`d0029128.m3u8
DE156:SKY CINEMA HITS	00`d0029127.m3u8
DE157:SKY CINEMA NOSTALGIE	00`d0029126.m3u8
DE158:SKY CINEMA PREMIEREN	00`d0029125.m3u8
DE159:SKY CINEMA PREMIEREN +24	00`d0029124.m3u8
DE160:SKY CINEMA SPECIAL	00`d0029123.m3u8
DE161:SKY CINEMA THRILLER	00`d0029122.m3u8
DE162:SKY KRIMI	00`d0029121.m3u8
DE163:SKY NATURE	00`d0029120.m3u8
DE164:SKY NOSTALGIE	00`d0029119.m3u8
DE165:SKY POPCORN SELECT 1	00`d0029118.m3u8
DE166:SKY POPCORN SELECT 2	00`d0029116.m3u8
DE167:SKY POPCORN SELECT 3	00`d0029115.m3u8
DE168:SKY POPCORN SELECT 4	00`d0029114.m3u8
DE169:SKY POPCORN SELECT 5	00`d0029113.m3u8
DE170:SKY POPCORN SELECT 6	00`d0029112.m3u8
DE171:SKY REPLAY	00`d0029111.m3u8
DE172:SKY SELECT 1	00`d0029110.m3u8
DE173:SKY SELECT 2	00`d0029109.m3u8
DE174:SKY SELECT 3	00`d0029108.m3u8
DE175:SKY SELECT 4	00`d0029107.m3u8
DE176:SKY SELECT 5	00`d0029106.m3u8
DE177:SKY SELECT 6	00`d0029105.m3u8
DE178:SKY SELECT 7	00`d0029104.m3u8
DE179: SKY SELECT 8	00`d0029103.m3u8
DE180:SKY SELECT 9	00`d0029102.m3u8
DE181:SKY SELECT 10	00`d0029101.m3u8
DE182:SKY SPORT 1 (MATCH TIME)	00`d0029100.m3u8
DE183:SKY SPORT 2 (MATCH TIME)	00`d0029099.m3u8
DE184:SKY SPORT 3 (MATCH TIME)	00`d0029098.m3u8
DE185:SKY SPORT 4 (MATCH TIME)	00`d0029097.m3u8
DE186:SKY SPORT 5 (MATCH TIME)	00`d0029096.m3u8
DE187:SKY SPORT 6 (MATCH TIME)	00`d0029095.m3u8
DE188:SKY SPORT 7 (MATCH TIME)	00`d0029094.m3u8
DE189:SKY SPORT 8 (MATCH TIME)	00`d0029093.m3u8
DE190:SKY SPORT 9 (MATCH TIME)	00`d0029092.m3u8
DE191:SKY SPORT 10 (MATCH TIME)	00`d0029091.m3u8
DE192:SKY SPORT AUSTRIA 1 (MATCH TIME)	00`d0029090.m3u8
DE193:SKY SPORT AUSTRIA 2 (MATCH TIME)	00`d0029089.m3u8
DE194:SKY SPORT AUSTRIA 3 (MATCH TIME)	00`d0029088.m3u8
DE195:SKY SPORT AUSTRIA 4 (MATCH TIME)	00`d0029087.m3u8
DE196:SKY SPORT AUSTRIA 5 (MATCH TIME)	00`d0029086.m3u8
DE197:SKY SPORT BUNDESLIGA 1 (MATCH TIME)	00`d0029085.m3u8
DE198:SKY SPORT BUNDESLIGA 2 (MATCH TIME)	00`d0029084.m3u8
DE199:SKY SPORT BUNDESLIGA 3 (MATCH TIME)	00`d0029083.m3u8
DE200:SKY SPORT BUNDESLIGA 4 (MATCH TIME)	00`d0029082.m3u8
DE201:SKY SPORT BUNDESLIGA 5 (MATCH TIME)	00`d0029081.m3u8
DE202:SKY SPORT BUNDESLIGA 6 (MATCH TIME)	00`d0029080.m3u8
DE203:SKY SPORT BUNDESLIGA 7 (MATCH TIME)	00`d0029079.m3u8
DE204:SKY SPORT BUNDESLIGA 8 (MATCH TIME)	00`d0029078.m3u8
DE205:SKY SPORT BUNDESLIGA 9 (MATCH TIME)	00`d0029077.m3u8
DE206:SKY SPORT BUNDESLIGA 10 (MATCH TIME)	00`d0029076.m3u8
DE207:SKY SPORTS F1	00`d0029075.m3u8
DE208:SKY SPORT GOLF	00`d0029074.m3u8
DE209:SKY SPORT MIX	00`d0029073.m3u8
DE210:SKY SPORT NEWS	00`d0029072.m3u8
DE211:SKY SPORT PREMIER LEAGUE	00`d0029071.m3u8
DE212:SKY SPORT TENNIS	00`d0029070.m3u8
DE213:SKY SPORT TOP EVENT	00`d0029069.m3u8
DE214:SONNENKLAR TV	00`d0029068.m3u8
DE215:SONY AXN	00`d0029067.m3u8
DE216:SONY CHANNEL	00`d0029066.m3u8
DE217:SPIEGEL GESCHICHTE	00`d0029065.m3u8
DE218:SPIEGEL WISSEN	00`d0029064.m3u8
DE219:SPORT DIGITAL	00`d0029063.m3u8
DE220:SPORT1	00`d0029062.m3u8
DE221:SPORT1+	00`d0029061.m3u8
DE222:SPORTDIGITALL FUSSBALL	00`d0029060.m3u8
DE223:SR	00`d0029059.m3u8
DE224:STAR WARS CHANNEL	00`d0029057.m3u8
DE225:STINGRAY CLASSICA	00`d0029058.m3u8
DE226:SUPER RTL	00`d0029056.m3u8
DE227:SWR	00`d0029055.m3u8
DE228:SYFY	00`d0029054.m3u8
DE229:TAGESSCHAU 24	00`d0029053.m3u8
DE230:TASTEMADE	00`d0029052.m3u8
DE231:TELE 5	00`d0029051.m3u8
DE232:TELEKOM BUNDESLIGA 1	00`d0029050.m3u8
DE233:TELEKOM BUNDESLIGA 2	00`d0029049.m3u8
DE234:TELEKOM BUNDESLIGA 3	00`d0029048.m3u8
DE235:TELEKOM BUNDESLIGA 4	00`d0029047.m3u8
DE236:TRACE SPORT STARS	00`d0029046.m3u8
DE237:THE LORD OF THE RINGS CHANNEL	00`d0029045.m3u8
DE238:TLC	00`d0029044.m3u8
DE239:UFC FIGHT PASS	00`d0029043.m3u8
DE240:TOGGO PLUS	00`d0029042.m3u8
DE241:TOM AND JERRY	00`d0029041.m3u8
DE242:TRANSFORMERS CHANNEL	00`d0029040.m3u8
DE243:TV INGOLSTADT	00`d0029039.m3u8
DE244:TV OBERFRANKEN	00`d0029038.m3u8
DE245:UNIVERSAL CHANNEL	00`d0029037.m3u8
DE246:VOX	00`d0029036.m3u8
DE247:VOXUP	00`d0029035.m3u8
DE248:WAIDWERK TV	00`d0029034.m3u8
DE249:WARNER COMEDY	00`d0029033.m3u8
DE250:WARNER TV FILM	00`d0029032.m3u8
DE251:WARNER TV SERIE	00`d0029031.m3u8
DE252:WDR	00`d0029030.m3u8
DE253:WELT	00`d0029029.m3u8
DE254:WELT DER WUNDER	00`d0029028.m3u8
DE255:XITE	00`d0029027.m3u8
DE256:ZDF	00`d0029026.m3u8
DE257:ZDF INFO	00`d0029025.m3u8
DE258:ZDF NEO	00`d0029024.m3u8
DE259:BABY TV	00`d0029023.m3u8
DE260:RTL 2	00`d0029022.m3u8
-----|United Kingdom|-----	^--
UK001:4Music	00`d002956.m3u8
UK002:4Seven	00`d002955.m3u8
UK003:5Star	00`d002954.m3u8
UK004:5USA	00`d002953.m3u8
UK005:Animal Planet	00`d002952.m3u8
UK006:Baby TV	00`d002951.m3u8
UK007:BBC 1 HD	00`d002950.m3u8
UK008:BBC 2 HD	00`d002949.m3u8
UK009:BBC 3	00`d002948.m3u8
UK010:BBC 4 HD	00`d002947.m3u8
UK011:BBC News	00`d002946.m3u8
UK012:BLAZE	00`d002945.m3u8
UK013:Boomerang	00`d002944.m3u8
UK014:BT Sport 1 HD	00`d002943.m3u8
UK015:BT Sport 2 HD	00`d002942.m3u8
UK016:BT Sport 3 HD	00`d002941.m3u8
UK017:BT Sport ESPN FHD	00`d002940.m3u8
UK018:CNN	00`d002939.m3u8
UK019:Cartoon network	00`d002938.m3u8
UK020:Cartoonito	00`d002937.m3u8
UK021:CBBC	00`d002936.m3u8
UK022:CBS Action	00`d002935.m3u8
UK023:CBS Drama	00`d002934.m3u8
UK024:CBS Reality	00`d002933.m3u8
UK025:Channel 4	00`d002932.m3u8
UK026:Channel 5	00`d002931.m3u8
UK027:Sky Cinema Modern Greats HD	00`d002930.m3u8
UK028:Watch	00`d002929.m3u8
UK029:Comedy Central	00`d002928.m3u8
UK030:Crime Investigiation	00`d002927.m3u8
UK031:Dave	00`d002926.m3u8
UK032:Discovery	00`d002925.m3u8
UK033:Discovery Science	00`d002924.m3u8
UK034:Disney Channel	00`d002923.m3u8
UK035:Disney Junior UK	00`d002922.m3u8
UK036:Disney XD UK	00`d002921.m3u8
UK037:Sky Witness	00`d002920.m3u8
UK038:E! UK	00`d002919.m3u8
UK039:E4	00`d002918.m3u8
UK040:Euro Sport 1 HD	00`d002917.m3u8
UK041:Euro Sport 2 HD	00`d002916.m3u8
UK042:Film 4	00`d002915.m3u8
UK043:Good Food	00`d002914.m3u8
UK044:FOX UK	00`d002913.m3u8
UK045:MTV UK	00`d002912.m3u8
UK046:Starz TV	00`d002911.m3u8
UK047:MSNBC	00`d002910.m3u8
UK048:Food Network	00`d002909.m3u8
UK049:History	00`d002908.m3u8
UK050:Investigation Discovery	00`d002907.m3u8
UK051:ITV 1 HD	00`d002906.m3u8
UK052:ITV 2 HD	00`d002905.m3u8
UK053:ITV 3 HD	00`d002904.m3u8
UK054:ITV 4 HD	00`d002903.m3u8
UK055:Sky Sports Arena HD	00`d002902.m3u8
UK056:RTE One	00`d002901.m3u8
UK057:Life Time	00`d002900.m3u8
UK058:S4C	00`d002899.m3u8
UK059:More 4	00`d002898.m3u8
UK060:MTV Base	00`d002897.m3u8
UK061:MTV Hits	00`d002896.m3u8
UK062:MUTV HD	00`d002895.m3u8
UK063:VH1 UK	00`d002894.m3u8
UK064:NAT GEO	00`d002893.m3u8
UK065:UTV	00`d002892.m3u8
UK067:Sky Comedy	00`d002890.m3u8
UK068:Sky Disney	00`d002889.m3u8
UK069:SKY 2	00`d002888.m3u8
UK070:Sky Arts	00`d002887.m3u8
UK071:Sky News HD	00`d002886.m3u8
UK072:Sky Premiere	00`d002885.m3u8
UK074:Showcase	00`d002883.m3u8
UK075:Sky Sports Mix FHD	00`d002882.m3u8
UK076:Sky Sports MainEvent HD	00`d002881.m3u8
UK077:Sky Sports Action HD	00`d002880.m3u8
UK078:Sky Sports Cricket HD	00`d002879.m3u8
UK079:Sky Sports Golf HD	00`d002878.m3u8
UK080:Sky Sports PremierLeague HD	00`d002877.m3u8
UK081:Sky Sports F1 HD	00`d002876.m3u8
UK082:Sky Sports News HD	00`d002875.m3u8
UK083:Sky Thriller	00`d002874.m3u8
UK084:TLC	00`d002873.m3u8
UK085:Travel Channel	00`d002872.m3u8
UK086:Racing	00`d002871.m3u8
UK087:Sky Sports Football HD	00`d002870.m3u8
UK088:RTE Two	00`d002869.m3u8
UK089:Eir Sport 1	00`d002868.m3u8
UK090:SKY 1	00`d002867.m3u8
UK101:SKY SELECT HORROR	00`d0028958.m3u8
UK107:Nickelodeon	00`d0028952.m3u8
UK108:Nick Jr Too	00`d0028951.m3u8
UK109:Nat Geo Wild	00`d0028950.m3u8
UK110:LFC TV	00`d0028949.m3u8
UK111:Horror Channel	00`d0028948.m3u8
UK112:BT Sports 4 HD	00`d0028947.m3u8
UK113:TNT SPORTS 1 HD	00`d0028946.m3u8
UK114:TNT SPORTS 2 HD	00`d0028945.m3u8
UK115:Discovery History	00`d0028944.m3u8
UK116:TNT SPORTS 3 HD	00`d0028943.m3u8
UK117:TNT SPORTS 4 HD	00`d0028942.m3u8
UK118:TNT SPORTS 5 HD	00`d0028941.m3u8
UK119:TNT SPORTS 6 HD	00`d0028940.m3u8
UK120:TNT SPORTS 7 HD	00`d0028939.m3u8
UK121:BT SPORT EXTRA 3	00`d0028938.m3u8
UK122:BT SPORT EXTRA 4	00`d0028937.m3u8
UK123:SKY CINEMA FAMILY	00`d0028936.m3u8
UK124:SKY CINEMA PREMIERE	00`d0028935.m3u8
UK125:SKY CINEMA SCI-FI	00`d0028934.m3u8
UK126:SKY CINEMA SELECT	00`d0028933.m3u8
UK127:SKY CINEMA SHOWCASE	00`d0028932.m3u8
UK128:SKY CINEMA THRILLER	00`d0028931.m3u8
UK129:SKY CINEMA DISNEY	00`d0028930.m3u8
UK130:Fox News	00`d0028929.m3u8
UK131:SKY CINEMA GREATS	00`d0028928.m3u8
UK132:SKY CINEMA HITS	00`d0028927.m3u8
UK133:SKY CINEMA ACTION	00`d0028926.m3u8
UK134:SKY CINEMA ANIMATION	00`d0028925.m3u8
UK135:SKY CINEMA DRAMA	00`d0028924.m3u8
UK136:Sky Store 4	00`d0028923.m3u8
UK154:ABP NEWS	00`d0028905.m3u8
UK155:B4U MOVIES	00`d0028904.m3u8
UK156:B4U PLUS	00`d0028903.m3u8
UK157:SKY Atlantic HD	00`d0028902.m3u8
UK158:B4U MUSIC	00`d0028901.m3u8
UK159:CHELSEA TV	00`d0028900.m3u8
UK160:DRAMA	00`d0028899.m3u8
UK161:CBEEBIES	00`d0028898.m3u8
UK162:MTV CLASSIC	00`d0028897.m3u8
UK163:CLUBLAND	00`d0028896.m3u8
UK164:TALKING PICTURES TV	00`d0028895.m3u8
UK165:MTV ROCKS	00`d0028894.m3u8
UK166:MTV LIVE	00`d0028893.m3u8
UK167:MTV MUSIC	00`d0028892.m3u8
UK168:Nicktoons	00`d0028891.m3u8
UK169:Nick Jr	00`d0028890.m3u8
UK170:London Live	00`d0028889.m3u8
UK171:FOX NEWS	00`d0028888.m3u8
UK172:RTE JR	00`d0028887.m3u8
UK173:RTE NEWS	00`d0028886.m3u8
UK174:EURONEWS	00`d0028885.m3u8
UK175:AT THE RACES	00`d0028884.m3u8
UK176:Discovery Turbo	00`d0028883.m3u8
UK177:POP	00`d0028882.m3u8
UK178:MOTORS	00`d0028881.m3u8
UK179:Eir Sport 2	00`d0028880.m3u8
UK180:LALIGA TV	00`d0028879.m3u8
UK181:FREE SPORTS	00`d0028878.m3u8
UK182:VIVA	00`d0028877.m3u8
UK183:QVC BEAUTY	00`d0028876.m3u8
UK184:QVC EXTRA	00`d0028875.m3u8
UK185:QVC STYLE	00`d0028874.m3u8
UK186:VH1 CLASSIC	00`d0028873.m3u8
UK187:VH1	00`d0028872.m3u8
UK188:BBC SCOTLAND	00`d0028871.m3u8
UK189:BBC ALBA	00`d0028870.m3u8
UK190:BBC WORLD NEWS	00`d0028869.m3u8
UK191:Alibi FHD	00`d0028868.m3u8
UK192:Al JazeeraHD	00`d0028867.m3u8
UK193:AMC HD	00`d0028866.m3u8
UK194:BBC ENTERTAINMENT	00`d0028865.m3u8
UK195:BBC PARLIAMENT	00`d0028864.m3u8
UK196:BBC Ireland	00`d0028863.m3u8
UK197:PREMIER SPORTS 1	00`d0028862.m3u8
UK198:PREMIER SPORTS 2	00`d0028861.m3u8
UK199:Virgin Media 1	00`d0028860.m3u8
UK200:Virgin Media 2	00`d0028859.m3u8
UK201:REALLY	00`d0028858.m3u8
UK202:PICK	00`d0028857.m3u8
UK203:CBS JUSTICE	00`d0028856.m3u8
UK211:SuperSport Premier League FHD (Match Time)	00`d0028848.m3u8
UK214:Magic TV	00`d0028845.m3u8
